2026.05.01,09:00,2300.00,2300.40,2299.82,2300.18,180,0,25
2026.05.01,09:01,2300.18,2300.58,2300.00,2300.36,184,0,25
2026.05.01,09:02,2300.36,2300.76,2300.18,2300.54,188,0,25
2026.05.01,09:03,2300.54,2300.94,2300.36,2300.72,192,0,25
2026.05.01,09:04,2300.72,2301.12,2300.54,2300.90,196,0,25
2026.05.01,09:05,2300.90,2301.30,2300.72,2301.08,200,0,25
2026.05.01,09:06,2301.08,2301.48,2300.90,2301.26,204,0,25
2026.05.01,09:07,2301.26,2301.66,2301.08,2301.44,208,0,25
2026.05.01,09:08,2301.44,2301.84,2301.26,2301.62,212,0,25
2026.05.01,09:09,2301.62,2302.02,2301.44,2301.80,216,0,25
2026.05.01,09:10,2301.80,2302.20,2301.62,2301.98,220,0,25
2026.05.01,09:11,2301.98,2302.38,2301.80,2302.16,224,0,25
2026.05.01,09:12,2302.16,2302.56,2301.98,2302.34,228,0,25
2026.05.01,09:13,2302.34,2302.74,2302.16,2302.52,232,0,25
2026.05.01,09:14,2302.52,2302.92,2302.34,2302.70,236,0,25
2026.05.01,09:15,2302.70,2303.10,2302.52,2302.88,240,0,25
2026.05.01,09:16,2302.88,2303.28,2302.70,2303.06,244,0,25
2026.05.01,09:17,2303.06,2303.46,2302.88,2303.24,248,0,25
2026.05.01,09:18,2303.24,2303.64,2303.06,2303.42,252,0,25
2026.05.01,09:19,2303.42,2303.82,2303.24,2303.60,256,0,25
2026.05.01,09:20,2303.60,2304.00,2303.42,2303.78,260,0,25
2026.05.01,09:21,2303.78,2304.18,2303.60,2303.96,264,0,25
2026.05.01,09:22,2303.96,2304.36,2303.78,2304.14,268,0,25
2026.05.01,09:23,2304.14,2304.54,2303.96,2304.32,272,0,25
2026.05.01,09:24,2304.32,2304.72,2304.14,2304.50,276,0,25
2026.05.01,09:25,2304.50,2304.90,2304.32,2304.68,280,0,25
2026.05.01,09:26,2304.68,2305.08,2304.50,2304.86,284,0,25
2026.05.01,09:27,2304.86,2305.26,2304.68,2305.04,288,0,25
2026.05.01,09:28,2305.04,2305.44,2304.86,2305.22,292,0,25
2026.05.01,09:29,2305.22,2305.62,2305.04,2305.40,296,0,25
2026.05.01,09:30,2305.40,2305.80,2305.22,2305.58,180,0,25
2026.05.01,09:31,2305.58,2305.98,2305.40,2305.76,184,0,25
2026.05.01,09:32,2305.76,2306.16,2305.58,2305.94,188,0,25
2026.05.01,09:33,2305.94,2306.34,2305.76,2306.12,192,0,25
2026.05.01,09:34,2306.12,2306.52,2305.94,2306.30,196,0,25
2026.05.01,09:35,2306.30,2306.70,2306.12,2306.48,200,0,25
2026.05.01,09:36,2306.48,2306.88,2306.30,2306.66,204,0,25
2026.05.01,09:37,2306.66,2307.06,2306.48,2306.84,208,0,25
2026.05.01,09:38,2306.84,2307.24,2306.66,2307.02,212,0,25
2026.05.01,09:39,2307.02,2307.42,2306.84,2307.20,216,0,25
2026.05.01,09:40,2307.20,2307.60,2307.02,2307.38,220,0,25
2026.05.01,09:41,2307.38,2307.78,2307.20,2307.56,224,0,25
2026.05.01,09:42,2307.56,2307.96,2307.38,2307.74,228,0,25
2026.05.01,09:43,2307.74,2308.14,2307.56,2307.92,232,0,25
2026.05.01,09:44,2307.92,2308.32,2307.74,2308.10,236,0,25
2026.05.01,09:45,2308.10,2308.32,2307.78,2307.96,240,0,25
2026.05.01,09:46,2307.96,2308.06,2307.43,2307.61,244,0,25
2026.05.01,09:47,2307.61,2307.71,2307.08,2307.26,248,0,25
2026.05.01,09:48,2307.16,2308.10,2306.11,2307.88,252,0,25
2026.05.01,09:49,2307.88,2308.00,2307.54,2307.66,256,0,25
2026.05.01,09:50,2307.48,2308.54,2307.28,2308.36,260,0,25
2026.05.01,09:51,2308.36,2308.58,2308.04,2308.22,264,0,25
2026.05.01,09:52,2308.22,2308.44,2307.90,2308.08,268,0,25
2026.05.01,09:53,2308.08,2308.30,2307.76,2307.94,272,0,25
2026.05.01,09:54,2307.94,2308.16,2307.62,2307.80,276,0,25
2026.05.01,09:55,2307.80,2308.02,2307.48,2307.66,280,0,25
2026.05.01,09:56,2307.66,2307.88,2307.34,2307.52,284,0,25
2026.05.01,09:57,2307.52,2307.74,2307.20,2307.38,288,0,25
2026.05.01,09:58,2307.38,2307.60,2307.06,2307.24,292,0,25
2026.05.01,09:59,2307.24,2307.46,2306.92,2307.10,296,0,25
2026.05.01,10:00,2307.10,2307.32,2306.78,2306.96,180,0,25
2026.05.01,10:01,2306.96,2307.18,2306.64,2306.82,184,0,25
2026.05.01,10:02,2306.82,2307.04,2306.50,2306.68,188,0,25
2026.05.01,10:03,2306.68,2306.90,2306.36,2306.54,192,0,25
2026.05.01,10:04,2306.54,2306.76,2306.22,2306.40,196,0,25
2026.05.01,10:05,2306.40,2306.62,2306.08,2306.26,200,0,25
2026.05.01,10:06,2306.26,2306.48,2305.94,2306.12,204,0,25
2026.05.01,10:07,2306.12,2306.34,2305.80,2305.98,208,0,25
2026.05.01,10:08,2305.98,2306.20,2305.66,2305.84,212,0,25
2026.05.01,10:09,2305.84,2306.06,2305.52,2305.70,216,0,25
2026.05.01,10:10,2305.70,2305.92,2305.38,2305.56,220,0,25
2026.05.01,10:11,2305.56,2305.78,2305.24,2305.42,224,0,25
2026.05.01,10:12,2305.42,2305.64,2305.10,2305.28,228,0,25
2026.05.01,10:13,2305.28,2305.50,2304.96,2305.14,232,0,25
2026.05.01,10:14,2305.14,2305.36,2304.82,2305.00,236,0,25
2026.05.01,10:15,2305.00,2305.22,2304.68,2304.86,240,0,25
2026.05.01,10:16,2304.86,2305.08,2304.54,2304.72,244,0,25
2026.05.01,10:17,2304.72,2304.94,2304.40,2304.58,248,0,25
2026.05.01,10:18,2304.58,2304.80,2304.26,2304.44,252,0,25
2026.05.01,10:19,2304.44,2304.66,2304.12,2304.30,256,0,25
2026.05.01,10:20,2304.30,2304.68,2304.12,2304.46,260,0,25
2026.05.01,10:21,2304.46,2304.84,2304.28,2304.62,264,0,25
2026.05.01,10:22,2304.62,2305.08,2304.50,2304.94,268,0,25
2026.05.01,10:23,2305.02,2306.22,2304.37,2304.57,272,0,25
2026.05.01,10:24,2304.69,2304.87,2303.72,2303.97,276,0,25
2026.05.01,10:25,2303.97,2304.35,2303.79,2304.13,280,0,25
2026.05.01,10:26,2304.13,2304.51,2303.95,2304.29,284,0,25
2026.05.01,10:27,2304.29,2304.67,2304.11,2304.45,288,0,25
2026.05.01,10:28,2304.45,2304.83,2304.27,2304.61,292,0,25
2026.05.01,10:29,2304.61,2304.99,2304.43,2304.77,296,0,25
2026.05.01,10:30,2304.77,2305.15,2304.59,2304.93,180,0,25
2026.05.01,10:31,2304.93,2305.31,2304.75,2305.09,184,0,25
2026.05.01,10:32,2305.09,2305.47,2304.91,2305.25,188,0,25
2026.05.01,10:33,2305.25,2305.63,2305.07,2305.41,192,0,25
2026.05.01,10:34,2305.41,2305.79,2305.23,2305.57,196,0,25
2026.05.01,10:35,2305.57,2305.95,2305.39,2305.73,200,0,25
2026.05.01,10:36,2305.73,2306.11,2305.55,2305.89,204,0,25
2026.05.01,10:37,2305.89,2306.27,2305.71,2306.05,208,0,25
2026.05.01,10:38,2306.05,2306.43,2305.87,2306.21,212,0,25
2026.05.01,10:39,2306.21,2306.59,2306.03,2306.37,216,0,25
2026.05.01,10:40,2306.37,2306.75,2306.19,2306.53,220,0,25
2026.05.01,10:41,2306.53,2306.91,2306.35,2306.69,224,0,25
2026.05.01,10:42,2306.69,2307.07,2306.51,2306.85,228,0,25
2026.05.01,10:43,2306.85,2307.23,2306.67,2307.01,232,0,25
2026.05.01,10:44,2307.01,2307.39,2306.83,2307.17,236,0,25
2026.05.01,10:45,2307.17,2307.55,2306.99,2307.33,240,0,25
2026.05.01,10:46,2307.33,2307.71,2307.15,2307.49,244,0,25
2026.05.01,10:47,2307.49,2307.87,2307.31,2307.65,248,0,25
2026.05.01,10:48,2307.65,2308.03,2307.47,2307.81,252,0,25
2026.05.01,10:49,2307.81,2308.19,2307.63,2307.97,256,0,25
2026.05.01,10:50,2307.97,2308.35,2307.79,2308.13,260,0,25
2026.05.01,10:51,2308.13,2308.51,2307.95,2308.29,264,0,25
2026.05.01,10:52,2308.29,2308.67,2308.11,2308.45,268,0,25
2026.05.01,10:53,2308.45,2308.83,2308.27,2308.61,272,0,25
2026.05.01,10:54,2308.61,2308.99,2308.43,2308.77,276,0,25
2026.05.01,10:55,2308.77,2309.15,2308.59,2308.93,280,0,25
2026.05.01,10:56,2308.93,2309.31,2308.75,2309.09,284,0,25
2026.05.01,10:57,2309.09,2309.47,2308.91,2309.25,288,0,25
2026.05.01,10:58,2309.25,2309.63,2309.07,2309.41,292,0,25
2026.05.01,10:59,2309.41,2309.79,2309.23,2309.57,296,0,25
2026.05.01,11:00,2309.57,2309.95,2309.39,2309.73,180,0,25
2026.05.01,11:01,2309.73,2310.11,2309.55,2309.89,184,0,25
2026.05.01,11:02,2309.89,2310.27,2309.71,2310.05,188,0,25
2026.05.01,11:03,2310.05,2310.43,2309.87,2310.21,192,0,25
2026.05.01,11:04,2310.21,2310.59,2310.03,2310.37,196,0,25
2026.05.01,11:05,2310.37,2310.75,2310.19,2310.53,200,0,25
2026.05.01,11:06,2310.53,2310.91,2310.35,2310.69,204,0,25
2026.05.01,11:07,2310.69,2311.07,2310.51,2310.85,208,0,25
2026.05.01,11:08,2310.85,2311.23,2310.67,2311.01,212,0,25
2026.05.01,11:09,2311.01,2311.39,2310.83,2311.17,216,0,25
2026.05.01,11:10,2311.17,2311.55,2310.99,2311.33,220,0,25
2026.05.01,11:11,2311.33,2311.71,2311.15,2311.49,224,0,25
2026.05.01,11:12,2311.49,2311.87,2311.31,2311.65,228,0,25
2026.05.01,11:13,2311.65,2312.03,2311.47,2311.81,232,0,25
2026.05.01,11:14,2311.81,2312.19,2311.63,2311.97,236,0,25
2026.05.01,11:15,2311.97,2312.35,2311.79,2312.13,240,0,25
2026.05.01,11:16,2312.13,2312.51,2311.95,2312.29,244,0,25
2026.05.01,11:17,2312.29,2312.67,2312.11,2312.45,248,0,25
2026.05.01,11:18,2312.45,2312.83,2312.27,2312.61,252,0,25
2026.05.01,11:19,2312.61,2312.99,2312.43,2312.77,256,0,25
